,year,month,day,country,title,text,hazard-category,product-category,hazard,product
3701,2019,8,28,au,Botany International Foods — Naturli' Spreadable Organic Vegan Spread 225g & Funky Fields Organic Spreadable 225g,"PRA No. 2019/17783 Date published 28 Aug 2019 Product description Dairy free plant based spread Naturli' Spreadable Organic Vegan Spread 225g Batch codes 9080, 9084, 9094, 9135 and all Best Before dates Funky Fields Organic Spreadable 225g Batch codes 9010, 9038 and all Best Before dates Identifying features Other APN 5701977550226, EAN 05701977600242 (Naturali') and APN 5701043550198, EAN 5701043602101 (Funky Fields) What are the defects? The recall is due to the potential presence of an undeclared allergen (milk - specifically, whey protein). What are the hazards? Any consumers who have a milk allergy or intolerance may have a reaction if the product is consumed. What should consumers do? Consumers who have purchased the product and who are allergic to milk should dispose of the product or should return the product to the place of purchase for a full refund. For further information, please contact Botany International Foods by phone on 02 8824 4442 or at www.botanygroup.com.au Supplier Botany International Foods Traders who sold this product Coles IGA Woolworths Where the product was sold Nationally Dates available for sale 1 February 2019 - 24 August 2019 Recall advertisements and supporting documentation Recall advertisement.pdf (48.14 KB) Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Chilled and frozen × Vegan spreads Close",allergens,"soups, broths, sauces and condiments",milk and products thereof,spread
3703,2019,8,29,us,Makzemo LLC Recalls Balquis Yemeni Spice Because of Possible Health Risk,"null Makzemo LLC of Brooklyn, NY is recalling Balquis Yemeni spice, because it has the potential to be contaminated with lead. Lead is a toxic substance present in our environment in small amounts and everyone is exposed to some lead from daily actions such as inhaling dust, eating food, or drinking water. Exposure to larger amounts of lead can cause lead poisoning. While lead can affect nearly every bodily system, its effects depend upon the amount of and duration of lead exposure and age of the person exposed. Symptoms can include abdominal pain, vomiting, lethargy, irritability, weakness, behavior or mood changes, delirium, seizures, and coma. However, infants, young children and the developing fetus can be affected by chronic exposure to amounts of lead that may not result in obvious symptoms of lead poisoning. A child with lead poisoning may not look or act sick. Lead poising in children can cause: learning disabilities, developmental delays, and lower IQ scores. Balquis Yemeni spice was distributed in Michigan and the five boroughs of New York through retail supermarkets and grocery stores. The spice is packaged in clear plastic containers, 230 grams and 454 grams and in clear 5 lb plastic bags. The product is yellowish/brown in color. The brand name is Balquis. No injuries or illness are associated with this product. The recall was a result of the New York City Department of Health circulating a flyer about the product and visiting a few retail stores and informing them of the findings. The company has ceased the production and distribution of the product as FDA and the company continue their investigation as to what caused the problem. Consumers who have purchased Balquis Yemeni spice in clear plastic containers 230 grams/454 grams or 5 lb plastic bags are urged to return it to the place of purchase for a full refund. Consumers with questions may contact the company at 917-444-2211 Monday through Friday, 9am-5pm EST.",chemical,herbs and spices,heavy metals,spices
3705,2019,8,31,us,Heatherfield Foods Inc. Recalls Pork Sausage Products Due to Misbranding,"WASHINGTON, Aug. 30, 2019 – Heatherfield Foods, Inc., an Ontario, Calif. establishment, is recalling approximately 4,380 pounds of pork sausage products due to misbranding, the U.S. Department of Agriculture’s Food Safety and Inspection Service (FSIS) announced today. The product has a gluten free claim represented on the front of the label; however, the product contains gluten in the form of wheat. Wheat, which is an allergen, is also listed in the product’s list of ingredients.

The raw Longanisa sausage items were produced on various dates between March 8, 2019 and July 31, 2019. The following product is subject to recall: [View labels (PDF only)]

1-lb. thermoform tray packages containing “HAWAIIAN SAUSAGE COMPANY Sweet Filipino Longanisa ˙NO PRESERVATIVES ˙GLUTEN FREE ˙NO MSG” with lot codes 09067, 09081, 09088, 09113, 09130, 09148, 09156, 09163, 09170, 09179, 09193 and 09212 on the label.
The products subject to recall bear establishment number “EST. 4846” inside the USDA mark of inspection. These items were shipped to retail locations in Hawaii.

The problem was discovered after FSIS received a consumer complaint.

There have been no confirmed reports of adverse reactions due to consumption of these products. Anyone concerned about an injury or illness should contact a healthcare provider.

FSIS is concerned that some product may be in consumers’ refrigerators or freezers. Consumers who have purchased these products are urged not to consume them. These products should be thrown away or returned to the place of purchase.

FSIS routinely conducts recall effectiveness checks to verify that recalling firms are notifying their customers of the recall and that actions are being taken to make certain that the product is no longer available to consumers.

Consumers and members of the media with questions about the recall can contact John Brown, Vice President, Heatherfield Foods Inc., at (909) 460-4150.

Consumers with food safety questions can ""Ask Karen,"" the FSIS virtual representative available 24 hours a day at AskKaren.gov or via smartphone at m.askkaren.gov.The toll-free USDA Meat and Poultry Hotline 1-888-MPHotline (1-888-674-6854) is available in English and Spanish and can be reached from 10 a.m. to 6 p.m. (Eastern Time) Monday through Friday. Recorded food safety messages are available 24 hours a day. The online Electronic Consumer Complaint Monitoring System can be accessed 24 hours a day at: http://www.fsis.usda.gov/reportproblem.",allergens,"meat, egg and dairy products",cereals containing gluten and products thereof,pork sausage
3706,2019,9,1,us,"American Beef Packers, Inc. Recalls Raw Beef Products Deemed Unfit for Human Consumption","WASHINGTON, Aug. 31, 2019 – American Beef Packers, Inc., a Chino, Calif. establishment, is recalling approximately 24,428 pounds of raw beef products that are deemed unfit for human consumption, the U.S. Department of Agriculture’s Food Safety and Inspection Service (FSIS) announced today.

FSIS inspection personnel retained the carcass and collected a sample for further analysis. Prior to test results being received, the carcass was erroneously released and further processed into raw intact and non-intact beef products, which were distributed in commerce.

The raw beef items were produced and packaged on Aug. 21, 2019. The following products are subject to recall: [View Labels (PDF only)]

Bulk pack combo bins containing “AMERICAN BEEF PACKERS 85 BONELESS BEEF CHUCKS” with LOT NO.110 and BIN No. 85 and BIN No. 86.
	Bulk pack combo bins containing “AMERICAN BEEF PACKERS 90 BONELESS BEEF” with LOT NO. 110 and BIN No. 81, BIN No. 82 and BIN No. 83.
	Bulk pack combo bins containing “AMERICAN BEEF PACKERS 85 BONELESS BEEF” with LOT NO. 25-110 and BIN No. 84 and LOT NO 110 and BIN No. 88.
	Cases containing “AMERICAN BEEF PACKERS RIBEYE 8/10 #1” with codes BT190821-1178, BT190821-1185, BT190821-1188, BT190821-1190, and BT190821-1194.
	66.2-lb. case containing “AMERICAN BEEF PACKERS RIBEYE 10 UP #1” with code BT190821-1186.
	Bulk pack combo bin containing “AMERICAN BEEF PACKERS 90 BONELESS BEEF SIRLOINS” with LOT NO. 24-110 and BIN No. 80.
	Cases containing “AMERICAN BEEF PACKERS TERDERLOIN 4 UP” with codes BT190821-1160, BT190821-1161, BT190821-1162, BT190821-1163, BT190821-1167, BT190821-1168, BT190821-1169, and BT190821-1170.
	Cases containing “AMERICAN BEEF PACKERS RIBEYE 10 UP” with codes BT190821-1187 and BT190821-1192.
	Cases containing “AMERICAN BEEF PACKERS TENDERLOIN 3/4” with codes BT190821-1155, BT190821-1157, BT190821-1171, BT190821-1200, BT190821-1201, BT190821-1202, BT190821-1203, BT190821-1204, and BT190821-1205.
	50-lb. cases containing “AMERICAN BEEF PACKERS DESC: BEEF FOR FURTHER PROCESSING 75/25” with lot code 08347412719.
The products subject to recall bear establishment number “EST. 34741” inside the USDA mark of inspection. These items were shipped to federal establishments in California and Oregon.

The firm notified FSIS on Aug. 30, 2019 that a carcass that was pending laboratory results had been erroneously released and further processed into raw intact and non-intact beef products.

There have been no confirmed reports of adverse reactions due to consumption of these products. Anyone concerned about a reaction should contact a healthcare provider.

FSIS is concerned that some product may be frozen and consumers’ refrigerators or freezers or both. Consumers who have purchased these products are urged not to consume them. These products should be thrown away or returned to the place of purchase.

FSIS routinely conducts recall effectiveness checks to verify recalling firms notify their customers of the recall and that steps are taken to make certain that the product is no longer available to consumers.

Consumers and members of the media with questions about the recall can contact Kari Godbey Houchens, Regulatory Manager, American Beef Packers, Inc. at (909) 628-4888 ext. 123.

Consumers with food safety questions can ""Ask Karen,"" the FSIS virtual representative available 24 hours a day at AskKaren.gov or via smartphone at m.askkaren.gov.The toll-free USDA Meat and Poultry Hotline 1-888-MPHotline (1-888-674-6854) is available in English and Spanish and can be reached from 10 a.m. to 6 p.m. (Eastern Time) Monday through Friday. Recorded food safety messages are available 24 hours a day. The online Electronic Consumer Complaint Monitoring System can be accessed 24 hours a day at: http://www.fsis.usda.gov/reportproblem.",other hazard,"meat, egg and dairy products",unfit for human consumption,raw beef meat
3707,2019,9,3,hk,Prepackaged popcorn product may contain allergen (milk),"Prepackaged popcorn product may contain allergen (milk) Issue Date 3.9.2019 Source of Information The Food Standards Agency of the UK and Rapid Alert System for Food and Feed of the European Commission Food Product Prepackaged popcorn Product Name and Description Product name: Cinema Sweet Popcorn Brand: The Big Night In Place of origin: United Kingdom Producer: Thomas Tucker Ltd Importer: Chef's Garden Ltd Net weight: 250 grams per bucket Best-before date: November 21, 2019 Reason For Issuing Alert The Centre for Food Safety (CFS), through its Food Incident Surveillance System, noted a notice issued by the Food Standards Agency of the UK that several kinds of popcorn products (including the above-mentioned product) are under recall because they may contain milk but the ingredient is undeclared on the food label. A related notification was also received from the Rapid Alert System for Food and Feed of the European Commission, indicating that the above local importer had imported the above affected batch of product into Hong Kong. Action Taken by the Centre for Food Safety Upon learning of the incident, the CFS immediately followed up with the importer concerned as well as major local importers and retailers. Preliminary investigation confirmed that the importer concerned had imported the above batch of the affected product which was on sale in its retail outlets and it had already stopped sale and removed from shelves the affected batch of product and initiated a recall after being notified by the supplier. The CFS will alert the trade, continue to follow up on the incident and take appropriate action. Investigation is ongoing. Advice to the Trade The trade should also stop using or selling the affected product immediately should they possess it. Advice to Consumers Consumers who are allergic to milk should stop consuming the affected product. They should seek medical treatment if they feel unwell after consuming it. Further Information The CFS press release Members of the public may call its hotline at 2501 5811 during office hours for enquiries about the recall. Centre for Food Safety Food and Environmental Hygiene Department 2019-9-3 Back",allergens,cereals and bakery products,milk and products thereof,corn
3708,2019,9,3,ie,Walnut and Sulphites Undeclared or Incorrectly Declared in Staffords Bakery Carrot Cake and Luxury Coffee Gateau,"Walnut and Sulphites Undeclared or Incorrectly Declared in Staffords Bakery Carrot Cake and Luxury Coffee Gateau Tweet Tuesday, 3 September 2019 Summary Allergy Alert Notification: 2019.A32 Allergen(s): Nuts, sulphur dioxide and sulphites. Product Identification: Stafford’s Quality Cakes 5” Carrot Cake; best before dates: all dates up to 14/09/2019; pack size: 550g Stafford's Luxury Coffee Gateau; best before dates: all dates up to 27/09/2019; pack size: 925g. Message: Walnuts and sodium metabisulphite are ingredients of the above cakes. Walnuts were not declared on the ingredients list of Stafford’s Quality 5” Carrot cake and were not correctly emphasised on the ingredients list of Stafford’s Luxury Coffee Gateau. Sulphite was not correctly emphasised on the ingredients list of Stafford’s Quality 5” Carrot cake. This may make the batches unsafe for consumers who are allergic to or intolerant of walnuts and/or sulphur dioxide or sulphites. As a result, the implicated batches of these products are being recalled.
Walnut and Sulphites Undeclared or Incorrectly Declared in Staffords Bakery Carrot Cake and Luxury Coffee Gateau Tweet Tuesday, 3 September 2019 Summary Allergy Alert Notification: 2019.A32 Allergen(s): Nuts, sulphur dioxide and sulphites. Product Identification: Stafford’s Quality Cakes 5” Carrot Cake; best before dates: all dates up to 14/09/2019; pack size: 550g Stafford's Luxury Coffee Gateau; best before dates: all dates up to 27/09/2019; pack size: 925g. Message: Walnuts and sodium metabisulphite are ingredients of the above cakes. Walnuts were not declared on the ingredients list of Stafford’s Quality 5” Carrot cake and were not correctly emphasised on the ingredients list of Stafford’s Luxury Coffee Gateau. Sulphite was not correctly emphasised on the ingredients list of Stafford’s Quality 5” Carrot cake. This may make the batches unsafe for consumers who are allergic to or intolerant of walnuts and/or sulphur dioxide or sulphites. As a result, the implicated batches of these products are being recalled.",allergens,cereals and bakery products,sulphur dioxide and sulphites,cakes
3712,2019,9,5,us,BCI Foods Inc. Recalls Meat and Poultry Soup Products Produced Without Benefit of Import Inspection,"WASHINGTON, Sept. 5, 2019 –BCI Foods, Inc., a Quebec, Canada firm and importer of record, is recalling approximately 3,304 pounds of meat and poultry soup products that were not presented for import re-inspection, the U.S. Department of Agriculture’s Food Safety and Inspection Service (FSIS) announced today.

The meat and poultry soup items were imported on July 17, 2019. The following products are subject to recall: [View labels(PDF only)]

19-oz. cans containing “chef’s cupboard CLASSIC HOMESTYLE CHICKEN & WILD RICE” with a “BB/MA 2021 MR 04” date and code “EST 142 602 19 064” on the bottom of the cans.
	19-oz. cans containing “chef’s cupboard CLASSIC HOMESTYLE ITALIAN-STYLE WEDDING with Meatballs & Chicken” with a “BB/MA 2021 MR 03” date and code “EST 142 603 19 063” on the bottom of the cans.
	18.8-oz. cans containing “chef’s cupboard CHUNKY BEEF with COUNTRY VEGETABLES” with a “BB/MA 2020 SE 25” date and code “EST 142 613 18 269” on the bottom of the cans.
	18.8-oz. cans containing “chef’s cupboard CHUNKY SIRLOIN BURGER with COUNTRY VEGETABLES” with a “BB/MA 2021 FE 18” date and code “EST 142 614 19 049” on the bottom of the cans.
The products subject to recall do not bear the USDA mark of inspection, but bear Canada’s establishment number “142” within the Canadian mark of inspection. These items were shipped to Aldi stores in New York and Pennsylvania.

The problem was discovered during routine FSIS monitoring activities of imported products.

There have been no confirmed reports of adverse reactions due to consumption of these products. Anyone concerned about a reaction should contact a healthcare provider.

Consumers who have purchased these products are urged not to consume them. These products should be thrown away or returned to the place of purchase.

FSIS routinely conducts recall effectiveness checks to verify recalling firms notify their customers of the recall and that steps are taken to make certain that the product is no longer available to consumers. When available, the retail distribution list(s) will be posted on the FSIS website atwww.fsis.usda.gov/recalls.

Consumers and members of the media with questions about the recall can contact John St. Germain, Vice President of Sales, BCI Foods Inc., at (416) 882-3513.

Consumers with food safety questions can ""Ask Karen,"" the FSIS virtual representative available 24 hours a day at AskKaren.gov or via smartphone at m.askkaren.gov.The toll-free USDA Meat and Poultry Hotline 1-888-MPHotline (1-888-674-6854) is available in English and Spanish and can be reached from 10 a.m. to 6 p.m. (Eastern Time) Monday through Friday. Recorded food safety messages are available 24 hours a day. The online Electronic Consumer Complaint Monitoring System can be accessed 24 hours a day at: http://www.fsis.usda.gov/reportproblem.",fraud,"soups, broths, sauces and condiments",inspection issues,soup
3713,2019,9,5,ca,Portofino brand Cinnamon Sugar Coffee Cake recalled due to undeclared walnuts,"Notice This archive of previously issued food recalls and allergy alerts is provided for reference and research purposes. Users should note that the products listed in the archive have been subject to removal from the marketplace or appropriate corrective action. Food recalls or allergy alerts are not an indication of the food safety status of products produced at a later date. Food Recall Warning (Allergen) - Portofino brand Cinnamon Sugar Coffee Cake recalled due to undeclared walnuts From: Canadian Food Inspection Agency Recall date: September 5, 2019 Reason for recall: Allergen - Tree Nut Hazard classification: Class 3 Company / Firm: Portofino Bakery Distribution: British Columbia Extent of the distribution: Retail Reference number: 13193 Contents Recalled products Public enquiries and media Recalled products Brand Name Common Name Size UPC Code(s) on Product Portofino Cinnamon Sugar Coffee Cake 625 g 6 61172 02270 4 All Best Before dates up to and including SEP 21 19 Public enquiries and media Public enquiries Toll-free: 1-800-442-2342 (Canada and U.S.) Telephone: 1-613-773-2342 (local or international) Email: cfia.enquiries-demandederenseignements.acia@canada.ca Media relations Telephone: 613-773-6600 Email: cfia.media.acia@canada.ca Report a problem on this page Date modified: 2019-09-11",allergens,cereals and bakery products,walnut,cakes
3714,2019,9,5,au,Community Co Peppers and Salts,"Page Content                 ​Date published: 5 September 2019  Product information Metcash is conducting a recall of Community Co Black Peppercorn Grinder 50gm, Community Co Pink Himalayan Salt Grinder 115gm and Community Co Sea Salt Grinder 50gm. The products has been available for sale at IGAs, Campbells & other Independent Grocers Nationally. Date markings All Stock   Problem The recall is due to a packaging fault resulting in the potential presence of plastic fragments. Food safety hazard Food products containing plastic may cause injury if consumed. Country of origin India. What to do​ Consumers should not eat this product. Customers should return the products to the place of purchase for a full cash refund. For further information please contact: METCASH 1300 505 637 ​ ​ Related links: Food Recall Notice (pdf 45.4KB)
​Date published: 5 September 2019  Product information Metcash is conducting a recall of Community Co Black Peppercorn Grinder 50gm, Community Co Pink Himalayan Salt Grinder 115gm and Community Co Sea Salt Grinder 50gm. The products has been available for sale at IGAs, Campbells & other Independent Grocers Nationally. Date markings All Stock   Problem The recall is due to a packaging fault resulting in the potential presence of plastic fragments. Food safety hazard Food products containing plastic may cause injury if consumed. Country of origin India. What to do​ Consumers should not eat this product. Customers should return the products to the place of purchase for a full cash refund. For further information please contact: METCASH 1300 505 637",foreign bodies,"soups, broths, sauces and condiments",plastic fragment,salt
3715,2019,9,6,us,Udi’s Classic Hamburger Buns Recalled due to Potential Presence of Foreign Material,"null Conagra Brands is voluntarily recalling a limited quantity (approx. 2,200 cases) of Udi’s Classic Hamburger Buns due to the potential presence of small pieces of white plastic. The company discovered the issue which occurred when a dough scraper was inadvertently incorporated into the production process for a small amount of the product. The product covered by this recall was distributed for retail sale in the U.S. The specific product information is listed below. No other Udi’s or Conagra Brands products are impacted by this recall. The recalled product is sold in clear plastic bags and the UPC is located on the back of the bag in the lower right corner. The bag closure code can be found on the hard plastic closure for the bag. Consumers who have purchased this product are advised not to consume it and to either throw it away or return it to the store where originally purchased. There have been no reports of injuries due to consumption of this product to date. Conagra Brands has informed the FDA of this recall and is working with customers to ensure the impacted product is removed from store shelves and is no longer distributed. Consumers with questions should call our Conagra Brands Consumer Care team at 1-800-881-3989, open 9 a.m. through 5 p.m. CT, Monday through Friday.",foreign bodies,cereals and bakery products,plastic fragment,frozen burger buns
3716,2019,9,6,ca,88 Soy & Fish brand Pre-Fried Cuttlefish Flavoured Fish Cake recalled due to undeclared egg,"Notice This archive of previously issued food recalls and allergy alerts is provided for reference and research purposes. Users should note that the products listed in the archive have been subject to removal from the marketplace or appropriate corrective action. Food recalls or allergy alerts are not an indication of the food safety status of products produced at a later date. Food Recall Warning (Allergen) - 88 Soy & Fish brand Pre-Fried Cuttlefish Flavoured Fish Cake recalled due to undeclared egg From: Canadian Food Inspection Agency Recall date: September 6, 2019 Reason for recall: Allergen - Egg Hazard classification: Class 3 Company / Firm: TLW Trading Ltd. Distribution: British Columbia Extent of the distribution: Retail Reference number: 13198 Contents Recalled products Public enquiries and media Recalled products Brand Name Common Name Size UPC Code(s) on Product 88 Soy & Fish Pre-Fried Cuttlefish Flavoured Fish Cake 300 g 8 886323 239264 All codes where egg is not declared on the label Public enquiries and media Public enquiries Toll-free: 1-800-442-2342 (Canada and U.S.) Telephone: 1-613-773-2342 (local or international) Email: cfia.enquiries-demandederenseignements.acia@canada.ca Media relations Telephone: 613-773-6600 Email: cfia.media.acia@canada.ca Report a problem on this page Date modified: 2019-09-17",allergens,seafood,eggs and products thereof,Fishes not identified
3717,2019,9,7,au,Coles Full Cream Milk 2L,"Page Content                 ​Date published: 7 September 2019 Product information Coles Supermarkets is conducting a recall of Coles Brand Fresh Full Cream 2L Milk. The product has been available for sale in Coles Express Stores in Western Australia. Date markings Use by date of 13 September 2019   Problem The recall is due to chemical contamination. Food safety hazard The milk may have a yellowish colouring and/or a metallic chemical taste. Country of origin Australia What to do​ Customers must not consume this product, and anyone concerned about their health should seek medical advice. For further information please contact: Coles Customer Care on 1800 061 562 ​ ​ Related links: Food recall notice (pdf 31.2KB)
​Date published: 7 September 2019 Product information Coles Supermarkets is conducting a recall of Coles Brand Fresh Full Cream 2L Milk. The product has been available for sale in Coles Express Stores in Western Australia. Date markings Use by date of 13 September 2019   Problem The recall is due to chemical contamination. Food safety hazard The milk may have a yellowish colouring and/or a metallic chemical taste. Country of origin Australia What to do​ Customers must not consume this product, and anyone concerned about their health should seek medical advice. For further information please contact: Coles Customer Care on 1800 061 562",chemical,"meat, egg and dairy products",other not classified chemical hazards,milk
3720,2019,9,12,uk,Struik Foods recalls Bunlimited Crispy Onions because they may contain small pieces of metal,"Struik Foods is recalling Bunlimited Crispy Onions because they may contain small pieces of metal. The presence of metal makes this product unsafe to eat. The product is sold in ASDA stores. Product details Bunlimited Crispy Onions Pack size 100g Best before date 2020-06-11 Best before 11 June 2020 No other Struik Foods products are known to be affected. Risk statement The presence of metal makes this product unsafe to eat. Action taken by the company Struik Foods is recalling the above product. Point-of-sale notices have been displayed in all retail stores that are selling this product. These notices explain to customers why the product is being recalled and tell them what to do if they have bought the product. Please see the attached notice. Customer notice: Bunlimited Crispy Onions Our advice to consumers If you have bought the above product, do not eat it. Instead, return it to the store from where it was bought for a full refund. About product recalls and withdrawals If there is a problem with a food product that means it should not be sold, then it might be 'withdrawn' (taken off the shelves) or 'recalled' (when customers are asked to return the product). The FSA issues Product Withdrawal Information Notices and Product Recall Information Notices to let consumers and local authorities know about problems associated with food. In some cases, a 'Food Alert for Action' is issued. This provides local authorities with details of specific action to be taken on behalf of consumers. Ref: FSA-PRIN-40-2019 Subscribe to news and alerts
Struik Foods is recalling Bunlimited Crispy Onions because they may contain small pieces of metal. The presence of metal makes this product unsafe to eat. The product is sold in ASDA stores. Product details Bunlimited Crispy Onions Pack size 100g Best before date 2020-06-11 Best before 11 June 2020 No other Struik Foods products are known to be affected. Risk statement The presence of metal makes this product unsafe to eat. Action taken by the company Struik Foods is recalling the above product. Point-of-sale notices have been displayed in all retail stores that are selling this product. These notices explain to customers why the product is being recalled and tell them what to do if they have bought the product. Please see the attached notice. Customer notice: Bunlimited Crispy Onions Our advice to consumers If you have bought the above product, do not eat it. Instead, return it to the store from where it was bought for a full refund. About product recalls and withdrawals If there is a problem with a food product that means it should not be sold, then it might be 'withdrawn' (taken off the shelves) or 'recalled' (when customers are asked to return the product). The FSA issues Product Withdrawal Information Notices and Product Recall Information Notices to let consumers and local authorities know about problems associated with food. In some cases, a 'Food Alert for Action' is issued. This provides local authorities with details of specific action to be taken on behalf of consumers. Ref: FSA-PRIN-40-2019 Subscribe to news and alerts",foreign bodies,fruits and vegetables,metal fragment,onions
3725,2019,9,13,uk,Booths recalls Traditional Coleslaw because the product may contain plastic pieces,"Booths is recalling Traditional Coleslaw because the product may contain pieces of white plastic. The presence of plastic makes this product unsafe to eat. Product details Booths Traditional Coleslaw Pack size 225g & 425g Batch code 01241 Use by 15 September 2019 No other Booths products are known to be affected. Risk statement The presence of plastic makes this product unsafe to eat. Action taken by the company Booths is recalling the above product. Point of sale notices will be displayed in all retail stores that are selling this product. These notices explain to customers why the product is being recalled and tell them what to do if they have bought the product. Please see the attached notice. Booths recalls Traditional Coleslaw Our advice to consumers If you have bought any of the above product do not eat it. Instead, return it to the store from where it was bought for a full refund. About product recalls and withdrawals If there is a problem with a food product that means it should not be sold, then it might be 'withdrawn' (taken off the shelves) or 'recalled' (when customers are asked to return the product). The FSA issues Product Withdrawal Information Notices and Product Recall Information Notices to let consumers and local authorities know about problems associated with food. In some cases, a 'Food Alert for Action' is issued. This provides local authorities with details of specific action to be taken on behalf of consumers. Ref: FSA-PRIN-41-2019 Subscribe to news and alerts
Booths is recalling Traditional Coleslaw because the product may contain pieces of white plastic. The presence of plastic makes this product unsafe to eat. Product details Booths Traditional Coleslaw Pack size 225g & 425g Batch code 01241 Use by 15 September 2019 No other Booths products are known to be affected. Risk statement The presence of plastic makes this product unsafe to eat. Action taken by the company Booths is recalling the above product. Point of sale notices will be displayed in all retail stores that are selling this product. These notices explain to customers why the product is being recalled and tell them what to do if they have bought the product. Please see the attached notice. Booths recalls Traditional Coleslaw Our advice to consumers If you have bought any of the above product do not eat it. Instead, return it to the store from where it was bought for a full refund. About product recalls and withdrawals If there is a problem with a food product that means it should not be sold, then it might be 'withdrawn' (taken off the shelves) or 'recalled' (when customers are asked to return the product). The FSA issues Product Withdrawal Information Notices and Product Recall Information Notices to let consumers and local authorities know about problems associated with food. In some cases, a 'Food Alert for Action' is issued. This provides local authorities with details of specific action to be taken on behalf of consumers. Ref: FSA-PRIN-41-2019 Subscribe to news and alerts",foreign bodies,fruits and vegetables,plastic fragment,salads
